riskscore,pred_agelastarrest,pred_shootingvic_num,pred_assaultvic_num,pred_violetoffense_num,pred_crimacttrend_num,pred_uuwarrests_num,sex,race,weaponarrest_yn,drugarrest_yn,agegrp,ageto,stoporderno,paroleestatus_yn,lastarrest_date,distlastarrest,majoritydist,dlst,distlastresidence,weaponsarrest_num,lastweaparrest_date,narcoticssarrest_num,lastnarcarrest_date,cityresidence_idoc,stateresidence_idoc,zipresidence_idoc,idoccpddist,arrestbycpd_yn,domassaultarrest_num,lastdomassaultarrest_date,currentage,lastpartytoviolence_date,trapstatus,statusi,trapflags,cvrm_flags,latitude,longitude,censustract,commarea,location,dayslastarrest_num_et,notincookcounty_et,livewherearrested_et,shootingvictim_et,assaultvictim_et,predsumwotrend_et,lastarrestpolarea_id_et,agecatchange_et,urban_yn,random,insample
VERY LOW,40 to 49,0,1,1,-.30000001,0,M,BLK,0,0,40 to 49,40 to 49,,,8/14/14,6,6,,3,,,,,,,,,1,,,50 to 59,,,Y,,,,,,,,2100,,0,0,1,2,2,0,Chicago City,.0024756724,1
VERY LOW,60 or older,0,0,0,.1,0,M,BLK,0,0,60 or older,60 or older,,1,5/20/17,31,,,31,,,,,RIVERDALE,IL,60827,,0,,,60 or older,,,Y,,,,,,,,1090,1,1,0,0,0,,1,Rural/County,.002475881,1
LOW,20 to 29,0,0,1,-.69999999,0,M,BLK,0,0,20 to 29,20 to 29,,,3/30/16,31,19,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1506,1,1,0,0,1,,1,Rural/County,.0024768433,1
VERY LOW,30 to 39,0,0,0,0,0,F,BLK,0,0,30 to 39,30 to 39,,,3/25/18,11,11,,31,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,781,,0,0,0,0,3,1,Rural/County,.0024779001,1
LOW,less than 20,0,0,0,-.30000001,0,F,BLK,0,0,less than 20,less than 20,,,11/24/14,15,15,,15,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1998,,1,0,0,0,3,0,Chicago City,.0024835551,1
VERY LOW,30 to 39,0,0,0,-.2,0,M,BLK,0,1,30 to 39,30 to 39,,,8/27/18,11,11,,31,,,6,8/27/18 15:25,CHICAGO        ,IL,         ,,1,,,30 to 39,,,Y,,,,,,,,626,,0,0,0,0,3,1,Rural/County,.0024894213,1
LOW,20 to 29,0,0,0,-.1,0,M,WWH,0,0,20 to 29,20 to 29,,,6/6/16,9,12,,9,,,,,,,,,1,1,6/6/16 0:40,20 to 29,,,Y,,,,,,,,1438,,1,0,0,0,1,1,Chicago City,.0024898411,1
LOW,20 to 29,0,0,0,.60000002,0,F,BLK,0,0,20 to 29,20 to 29,,,3/25/18,15,15,,15,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,781,,1,0,0,0,3,1,Chicago City,.002495422,1
VERY LOW,40 to 49,0,0,0,.30000001,0,M,BLK,0,1,40 to 49,40 to 49,,,9/20/18,11,11,,11,,,7,9/20/18 12:53,,,,,1,,,40 to 49,,,Y,,,,,,,,602,,1,0,0,0,3,1,Chicago City,.0024975149,1
VERY LOW,20 to 29,0,0,0,-.1,0,F,BLK,0,0,20 to 29,20 to 29,,,1/19/16,31,,,7,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1577,,0,0,0,0,,0,Chicago City,.0025029734,1
VERY LOW,40 to 49,0,0,0,-.1,0,F,WHI,0,0,40 to 49,40 to 49,,,3/4/16,31,,,17,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1532,,0,0,0,0,,1,Chicago City,.0025096214,1
VERY LOW,40 to 49,0,0,0,-.60000002,0,M,WWH,0,0,40 to 49,40 to 49,,,11/11/14,14,14,,12,,,,,,,,,1,,,50 to 59,,,Y,,,,,,,,2011,,0,0,0,0,3,0,Chicago City,.0025179319,1
VERY LOW,50 to 59,0,0,0,.1,0,M,API,0,0,50 to 59,50 to 59,,,4/29/17,19,19,,31,,,,,,,,,1,,,50 to 59,,,Y,,,,,,,,1111,,0,0,0,0,3,1,Rural/County,.0025187992,1
LOW,less than 20,0,0,0,-.1,0,M,BLK,0,0,less than 20,less than 20,,,6/10/16,22,22,,22,,,,,,,,,1,,,less than 20,,,Y,,,,,,,,1434,,1,0,0,0,2,1,Chicago City,.0025211144,1
LOW,20 to 29,0,0,0,-.2,0,M,BLK,0,0,20 to 29,20 to 29,,,3/14/17,11,11,IL,19,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1157,,0,0,0,0,3,1,Chicago City,.0025245685,1
VERY LOW,50 to 59,0,0,0,-.1,0,M,BLK,0,1,50 to 59,50 to 59,,,5/9/17,25,25,,25,,,4,5/9/17 10:37,CHICAGO        ,IL,60639,,1,,,50 to 59,,,Y,,,,,,,,1101,,1,0,0,0,3,1,Chicago City,.0025284239,1
VERY LOW,40 to 49,0,0,0,.1,0,M,BLK,0,0,40 to 49,40 to 49,,,1/20/17,10,10,IL,10,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,1210,,1,0,0,0,1,1,Chicago City,.0025327716,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,WWH,0,0,30 to 39,30 to 39,,,3/21/16,9,9,,9,,,,,,,,,1,1,3/21/16 8:00,30 to 39,,,Y,,,,,,,,1515,,1,0,0,0,1,1,Chicago City,.002535207,1
VERY LOW,50 to 59,0,0,0,1.2,0,M,BLK,0,0,50 to 59,50 to 59,,,11/18/18,5,5,IL,5,,,,,,,,,1,3,6/5/18 9:50,50 to 59,,,Y,,,,,,,,543,,1,0,0,0,2,1,Chicago City,.0025371336,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,BLK,0,1,40 to 49,40 to 49,,,1/26/17,31,5,,31,,,3,5/15/17 11:39,ROCKFORD,IL,61104,,0,,,40 to 49,,,Y,,,,,,,,1204,,1,0,0,0,,1,Rural/County,.002538552,1
VERY LOW,30 to 39,0,0,1,-.1,1,M,BLK,1,0,30 to 39,30 to 39,,,8/20/15,22,22,,22,1,8/20/15 2:25,,,CHICAGO        ,IL,60643,,1,,,30 to 39,,,Y,,,,,,,,1729,,1,0,0,2,2,1,Chicago City,.0025518059,1
LOW,less than 20,0,0,0,.1,0,M,BLK,0,0,less than 20,less than 20,,,11/7/16,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1284,1,1,0,0,0,,0,Rural/County,.002554789,1
VERY LOW,30 to 39,0,0,0,-.60000002,0,M,WHI,0,0,30 to 39,30 to 39,,,2/11/15,1,1,,31,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1919,,0,0,0,0,1,1,Rural/County,.0025651723,1
VERY LOW,50 to 59,0,0,0,-.30000001,0,F,BLK,0,0,50 to 59,50 to 59,,,3/12/15,19,19,,19,,,,,,,,,1,,,50 to 59,,,Y,,,,,,,,1890,,1,0,0,0,3,1,Chicago City,.0025674677,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,BLK,0,1,40 to 49,40 to 49,,,3/2/16,7,7,,31,,,1,3/2/16 21:22,,,,,1,,,50 to 59,,,Y,,,,,,,,1534,,0,0,0,0,2,0,Rural/County,.0025722214,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,BLK,0,0,30 to 39,30 to 39,,,11/18/14,3,3,,3,,,,,CHICAGO,IL,60649,,1,2,11/18/14 12:15,40 to 49,,,Y,,,,,,,,2004,,1,0,0,0,1,0,Chicago City,.0025817342,1
VERY LOW,30 to 39,0,0,0,.1,0,M,WWH,0,0,30 to 39,30 to 39,,,3/18/17,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1153,1,1,0,0,0,,1,Rural/County,.0025821701,1
LOW,20 to 29,0,0,0,.2,0,M,BLK,0,0,20 to 29,20 to 29,,,10/27/17,31,1,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,930,1,1,0,0,0,,1,Rural/County,.0025826013,1
VERY LOW,40 to 49,0,0,0,2.5999999,0,M,BLK,0,0,40 to 49,40 to 49,,,9/7/18,31,2,IL,7,,,,,CHICAGO        ,IL,60619,,0,,,40 to 49,,,Y,,,,,,,,615,,0,0,0,0,,1,Chicago City,.0025848374,1
VERY LOW,40 to 49,0,0,0,-.60000002,0,M,BLK,0,0,40 to 49,40 to 49,,,1/24/15,18,18,IL,5,,,,,CHICAGO        ,IL,60608,,1,,,50 to 59,,,Y,,,,,,,,1937,,0,0,0,0,1,0,Chicago City,.0025865729,1
VERY LOW,50 to 59,0,0,0,.1,0,M,BLK,0,1,50 to 59,50 to 59,,1,10/25/17,6,6,IL,6,,,1,11/13/15 11:30,CHICAGO        ,IL,60620,,1,,,60 or older,,,Y,,,,,,,,932,,1,0,0,0,2,0,Chicago City,.0025909487,1
VERY LOW,50 to 59,0,0,0,-.60000002,0,M,API,0,0,50 to 59,50 to 59,,,3/20/15,17,17,,17,,,,,,,,,1,6,3/20/15 8:20,50 to 59,,,Y,,,,,,,,1882,,1,0,0,0,3,1,Chicago City,.0025926388,1
LOW,20 to 29,0,0,0,-.40000001,0,F,BLK,0,1,20 to 29,20 to 29,,,8/25/18,11,11,IL,10,,,5,8/25/18 9:33,,,,,1,,,20 to 29,,,Y,,,,,,,,628,,0,0,0,0,3,1,Chicago City,.0026003041,1
VERY LOW,30 to 39,0,0,0,-.2,0,F,WHI,0,0,30 to 39,30 to 39,,,11/21/16,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1270,,1,0,0,0,,1,Rural/County,.0026024436,1
LOW,20 to 29,0,0,0,.1,0,M,WHI,0,0,20 to 29,20 to 29,,,9/18/16,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1334,1,1,0,0,0,,1,Rural/County,.0026145959,1
VERY LOW,30 to 39,0,0,0,-.2,0,M,BLK,0,0,30 to 39,30 to 39,,,1/13/18,22,22,,31,,,,,HARVEY,IL,60426,,1,3,6/20/15 10:17,30 to 39,,,Y,,,,,,,,852,,0,0,0,0,2,1,Rural/County,.0026230393,1
LOW,less than 20,0,0,0,.1,0,F,WHI,0,0,less than 20,less than 20,,,6/19/17,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1060,,1,0,0,0,,0,Rural/County,.0026258409,1
VERY LOW,40 to 49,0,0,0,-1,0,F,BLK,0,1,40 to 49,40 to 49,,,10/1/18,10,11,,15,,,3,1/14/16 9:50,,,,,1,,,40 to 49,,,Y,,,,,,,,591,,0,0,0,0,1,1,Chicago City,.002626936,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,BLK,0,0,40 to 49,40 to 49,,,8/24/15,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1725,,1,0,0,0,,1,Rural/County,.0026294575,1
VERY LOW,30 to 39,0,1,0,-.1,0,M,BLK,1,1,30 to 39,30 to 39,,,5/27/16,15,15,,15,1,9/4/12 23:20,1,2/19/14 22:05,CHICAGO,IL,60617,,1,,,30 to 39,1/27/14 21:10,3,Y,,,,,,,,1448,,1,0,1,1,3,1,Chicago City,.0026313111,1
VERY LOW,30 to 39,0,0,0,.2,0,M,BLK,0,0,30 to 39,30 to 39,,,2/16/16,8,9,,8,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1549,,1,0,0,0,1,0,Chicago City,.0026317881,1
LOW,less than 20,0,0,0,-.2,0,M,BLK,0,1,less than 20,less than 20,,,5/17/16,10,10,,10,,,3,7/10/14 16:45,,,,,0,,,20 to 29,,,Y,,,,,,,,1458,,1,0,0,0,1,0,Chicago City,.0026337726,1
LOW,less than 20,0,0,1,.69999999,0,M,BLK,0,0,less than 20,less than 20,,,12/20/18,8,8,,8,,,,,,,,,1,,,less than 20,,,Y,,,,,,,,511,,1,0,0,1,1,1,Chicago City,.0026472611,1
LOW,20 to 29,1,1,0,.2,0,M,BLK,0,1,20 to 29,20 to 29,300000625,,2/25/18,4,4,,3,,,2,8/7/15 18:37,CHICAGO,IL,60637,,1,,,20 to 29,12/19/15 1:29,,Y,,,,,,,,809,,0,1,1,2,2,1,Chicago City,.0026508246,1
LOW,30 to 39,0,1,0,-.69999999,0,M,WWH,1,0,30 to 39,30 to 39,,,12/15/15,9,9,,9,2,5/7/11 15:14,,,CHICAGO,IL,60632,,1,,,30 to 39,,,Y,,,,,,,,1612,,1,0,1,1,1,1,Chicago City,.0026535511,1
VERY LOW,30 to 39,0,0,0,.1,0,M,BLK,0,1,30 to 39,30 to 39,,,5/22/17,11,15,IL,3,,,2,1/19/16 12:08,CHICAGO        ,IL,60608,,1,1,7/17/13 16:16,30 to 39,,,Y,,,,,,,,1088,,0,0,0,0,3,1,Chicago City,.0026707628,1
LOW,less than 20,0,0,0,-.1,0,F,BLK,0,0,less than 20,less than 20,,,10/29/15,18,18,,11,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1659,,0,0,0,0,1,0,Chicago City,.0026712432,1
LOW,20 to 29,0,0,0,-.1,0,F,BLK,0,0,20 to 29,20 to 29,,,8/24/15,31,,,3,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1725,,0,0,0,0,,1,Chicago City,.0026714588,1
VERY LOW,50 to 59,0,0,0,-.30000001,0,F,WHI,0,1,50 to 59,50 to 59,,,6/11/15,31,,,31,,,1,6/11/15 19:37,,,,,0,,,50 to 59,,,Y,,,,,,,,1799,,1,0,0,0,,1,Rural/County,.0026746427,1
VERY LOW,30 to 39,0,0,0,.1,0,M,BLK,0,0,30 to 39,30 to 39,,,10/19/16,31,6,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1303,,1,0,0,0,,1,Rural/County,.0026781042,1
VERY LOW,60 or older,0,0,0,-.30000001,0,M,BLK,0,0,60 or older,60 or older,,,11/3/14,20,20,,31,,,,,,,,,1,,,60 or older,,,Y,,,,,,,,2019,,0,0,0,0,3,1,Rural/County,.0026794078,1
LOW,20 to 29,0,0,1,.30000001,1,M,U,1,0,20 to 29,20 to 29,,,9/12/17,8,8,,31,1,9/12/17 18:35,,,,,,,1,,,20 to 29,,,Y,,,,,,,,975,,0,0,0,2,1,1,Rural/County,.0026803492,1
LOW,less than 20,0,0,0,.1,0,M,WHI,0,0,less than 20,less than 20,,,11/5/16,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1286,1,1,0,0,0,,0,Rural/County,.0026812006,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,BLK,0,0,30 to 39,30 to 39,,,4/2/16,8,8,,8,,,,,,,,,1,1,4/2/16 18:00,40 to 49,,,Y,,,,,,,,1503,,1,0,0,0,1,0,Chicago City,.0026833692,1
VERY LOW,20 to 29,0,0,0,-.1,0,M,WWH,0,0,20 to 29,20 to 29,,,11/14/15,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1643,1,1,0,0,0,,0,Rural/County,.002683775,1
VERY LOW,20 to 29,0,1,0,.5,0,M,BLK,0,1,20 to 29,20 to 29,,,3/30/17,10,10,,10,,,1,3/30/17 22:08,,,,,1,,,20 to 29,,,Y,,,,,,,,1141,,1,0,1,1,1,1,Chicago City,.0026861767,1
LOW,20 to 29,0,0,0,-.69999999,0,M,BLK,0,1,20 to 29,20 to 29,,,11/14/15,3,3,IL,4,,,2,8/2/14 15:40,,,,,1,,,30 to 39,,,Y,,,,,,,,1643,,0,0,0,0,1,0,Chicago City,.0026862579,1
LOW,20 to 29,0,0,1,-.1,0,M,BLK,0,1,20 to 29,20 to 29,,,11/10/16,15,11,,31,,,7,11/14/18 10:43,,,,,1,,,30 to 39,,,Y,,,,,,,,1281,,0,0,0,1,3,0,Rural/County,.0026884386,1
LOW,less than 20,0,0,0,-.1,0,F,BLK,0,0,less than 20,less than 20,,,8/20/15,1,1,,7,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1729,,0,0,0,0,1,0,Chicago City,.0026902305,1
VERY LOW,20 to 29,0,0,0,-.2,0,M,API,0,0,20 to 29,20 to 29,,,5/23/16,24,24,,24,,,,,,,,,1,2,2/8/16 0:45,30 to 39,,,Y,,,,,,,,1452,,1,0,0,0,3,0,Chicago City,.0026904217,1
VERY LOW,50 to 59,0,0,0,-.2,0,M,WHI,0,0,50 to 59,50 to 59,,,4/16/17,24,24,,31,,,,,,,,,1,1,5/20/15 21:30,50 to 59,,,Y,,,,,,,,1124,,0,0,0,0,3,1,Rural/County,.002690986,1
MODERATE,30 to 39,0,0,1,.1,1,M,BLK,1,1,30 to 39,30 to 39,,,3/25/18,12,15,,15,1,4/2/17 18:22,3,3/25/18 19:30,,,,,1,,,30 to 39,,,Y,,,,,,,,781,,0,0,0,2,1,1,Chicago City,.0026919085,1
LOW,less than 20,0,0,0,.1,0,F,BLK,0,0,less than 20,less than 20,,,6/6/17,22,22,,3,,,,,,,,,1,,,less than 20,,,Y,,,,,,,,1073,,0,0,0,0,2,1,Chicago City,.0026921974,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,M,BLK,0,1,40 to 49,40 to 49,,,9/24/14,7,7,,4,,,1,9/24/14 17:22,,,,,1,,,50 to 59,,,Y,,,,,,,,2059,,0,0,0,0,2,0,Chicago City,.0026956578,1
VERY LOW,20 to 29,0,0,0,.1,0,F,WHI,0,0,20 to 29,20 to 29,,,11/15/16,31,,,31,,,,,,,,,0,1,11/15/16 3:32,20 to 29,,,Y,,,,,,,,1276,,1,0,0,0,,1,Rural/County,.0026973253,1
VERY LOW,30 to 39,0,0,0,.80000001,0,M,BLK,0,1,30 to 39,30 to 39,,,11/15/17,2,2,IL,2,,,2,2/1/13 12:40,CHICAGO,IL,60653,,1,1,1/5/10 12:20,30 to 39,5/22/07 15:18,,Y,,,,,,,,911,,1,0,0,0,1,1,Chicago City,.0027017426,1
VERY LOW,60 or older,0,0,0,.1,0,F,WHI,0,0,60 or older,60 or older,,,1/31/17,16,16,,31,,,,,,,,,1,,,60 or older,,,Y,,,,,,,,1199,,0,0,0,0,3,1,Rural/County,.0027041223,1
LOW,less than 20,0,0,0,-.1,0,M,BLK,0,0,less than 20,less than 20,,,5/20/16,17,17,,11,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1455,,0,0,0,0,3,0,Chicago City,.0027074234,1
LOW,20 to 29,0,0,0,-.1,0,F,WWH,0,0,20 to 29,20 to 29,,,5/26/16,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1449,,1,0,0,0,,1,Rural/County,.0027085745,1
LOW,less than 20,0,0,0,.1,0,F,WHI,0,0,less than 20,less than 20,,,4/8/17,31,,,31,,,,,,,,,0,,,less than 20,,,Y,,,,,,,,1132,,1,0,0,0,,1,Rural/County,.0027093603,1
VERY LOW,40 to 49,0,0,0,.2,0,M,WWH,0,1,40 to 49,40 to 49,,,6/11/18,17,14,IL,25,,,1,6/22/11 4:50,,,,,1,,,40 to 49,,,Y,,,,,,,,703,,0,0,0,0,3,1,Chicago City,.0027145941,1
LOW,less than 20,0,0,0,.1,0,M,WHI,0,0,less than 20,less than 20,,,1/9/17,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1221,1,1,0,0,0,,0,Rural/County,.0027173383,1
LOW,20 to 29,0,0,0,-.1,0,M,BLK,0,1,20 to 29,20 to 29,,,11/12/15,10,10,IL,14,,,1,11/12/15 14:48,,,,,1,,,20 to 29,5/19/09 22:45,,Y,,,,,,,,1645,,0,0,0,0,1,1,Chicago City,.0027262399,1
VERY LOW,40 to 49,0,0,0,.1,0,M,WWH,0,0,40 to 49,40 to 49,,,8/21/16,8,8,,8,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,1362,,1,0,0,0,1,1,Chicago City,.0027262683,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,WWH,0,0,40 to 49,40 to 49,,,4/14/16,11,11,,8,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,1491,,0,0,0,0,3,1,Chicago City,.0027383266,1
VERY LOW,30 to 39,0,0,0,.30000001,0,M,WHI,0,0,30 to 39,30 to 39,,,12/3/17,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,893,1,1,0,0,0,,1,Rural/County,.0027393131,1
MODERATE,20 to 29,1,0,1,.1,0,M,BLK,0,0,20 to 29,20 to 29,,,5/6/18,3,3,,3,,,,,,,,,1,,,20 to 29,6/17/18 0:49,,Y,,,,,,,,739,,1,1,0,2,1,1,Chicago City,.0027404223,1
LOW,20 to 29,0,0,1,.30000001,0,M,BLK,0,0,20 to 29,20 to 29,,,2/2/18,5,5,,5,,,,,,,,,1,2,11/28/16 19:17,20 to 29,,,Y,,,,,,,,832,,1,0,0,1,2,1,Chicago City,.0027447075,1
VERY LOW,40 to 49,0,0,0,-.80000001,0,F,BLK,0,1,40 to 49,40 to 49,,,8/12/16,11,11,IL,11,,,3,8/12/16 22:12,CHICAGO,IL,60644,,1,,,40 to 49,,,Y,,,,,,,,1371,,1,0,0,0,3,1,Chicago City,.002751265,1
VERY LOW,50 to 59,0,0,1,-.60000002,0,M,BLK,0,0,50 to 59,50 to 59,,,2/8/15,22,22,,22,,,,,CHICAGO,IL,60628,,1,,,60 or older,,,Y,,,,,,,,1922,,1,0,0,1,2,0,Chicago City,.0027553733,1
VERY LOW,30 to 39,0,0,0,-.60000002,0,M,BLK,0,0,30 to 39,30 to 39,,,6/4/15,4,4,IL,4,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1806,,1,0,0,0,2,1,Chicago City,.0027558706,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,BLK,0,0,30 to 39,30 to 39,,,5/22/15,3,3,IL,3,,,,,CHICAGO,IL,60616,,1,,,40 to 49,,,Y,,,,,,,,1819,,1,0,0,0,1,0,Chicago City,.0027569928,1
LOW,20 to 29,0,0,0,.30000001,0,M,BLK,0,0,20 to 29,20 to 29,,,10/28/17,25,25,,11,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,929,,0,0,0,0,3,1,Chicago City,.0027582108,1
VERY LOW,20 to 29,0,0,0,-.1,0,F,BLK,0,0,20 to 29,20 to 29,,,5/6/16,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1469,,1,0,0,0,,0,Rural/County,.0027586031,1
LOW,20 to 29,0,0,0,-.1,0,M,WHI,0,0,20 to 29,20 to 29,,,11/21/16,31,,IL,31,,,,,,,,,0,1,11/21/16 20:36,20 to 29,,,Y,,,,,,,,1270,1,1,0,0,0,,1,Rural/County,.00276098,1
LOW,20 to 29,0,0,1,.1,1,M,BLK,1,0,20 to 29,20 to 29,,,11/27/16,4,6,,31,2,11/27/16 0:22,,,COUNTRYCLUBHILL,IL,60478,,1,,,30 to 39,9/17/18 22:28,3,Y,,,,,,,,1264,,0,0,0,2,2,0,Rural/County,.0027685564,1
VERY LOW,30 to 39,0,0,0,.1,0,M,WHI,0,0,30 to 39,30 to 39,,,7/11/17,10,10,,16,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,1038,,0,0,0,0,1,0,Chicago City,.0027711384,1
LOW,20 to 29,0,0,1,.30000001,0,M,BLK,0,0,20 to 29,20 to 29,,,6/21/17,6,6,IL,6,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1058,,1,0,0,1,2,1,Chicago City,.002772087,1
LOW,20 to 29,0,0,0,-.40000001,0,M,WHI,0,0,20 to 29,20 to 29,,,10/27/15,31,11,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1661,,1,0,0,0,,1,Rural/County,.0027727778,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,WWH,0,0,30 to 39,30 to 39,,,5/28/15,25,25,,25,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1813,,1,0,0,0,3,1,Chicago City,.0027778957,1
LOW,20 to 29,0,0,0,.40000001,0,M,BLK,0,0,20 to 29,20 to 29,,,6/30/18,31,,,31,,,,,,,,,0,1,6/30/18 22:09,20 to 29,,,Y,,,,,,,,684,1,1,0,0,0,,1,Rural/County,.0027782205,1
LOW,20 to 29,0,0,0,.1,0,F,BLK,0,0,20 to 29,20 to 29,,,8/7/18,15,15,,8,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,646,,0,0,0,0,3,1,Chicago City,.0027815173,1
VERY LOW,40 to 49,0,0,0,.30000001,0,M,WHI,0,0,40 to 49,40 to 49,,,11/24/17,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,902,1,1,0,0,0,,1,Rural/County,.0027865625,1
LOW,less than 20,0,0,0,-.1,0,F,WHI,0,0,less than 20,less than 20,,,11/15/15,22,22,,22,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1642,,1,0,0,0,2,0,Chicago City,.0027899891,1
LOW,20 to 29,0,0,0,.69999999,0,F,BLK,0,0,20 to 29,20 to 29,,,11/27/17,31,,,31,,,,,,,,,0,1,3/30/17 15:47,30 to 39,,,Y,,,,,,,,899,,1,0,0,0,,0,Rural/County,.0027930671,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,WWH,0,0,40 to 49,40 to 49,,,8/8/15,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1741,1,1,0,0,0,,1,Rural/County,.0027974872,1
LOW,20 to 29,0,0,0,-.1,0,M,BLK,0,1,20 to 29,20 to 29,,,12/18/15,9,9,,7,,,1,12/18/15 19:51,,,,,1,,,20 to 29,,,Y,,,,,,,,1609,,0,0,0,0,1,1,Chicago City,.0027997599,1
LOW,less than 20,0,0,0,-.1,0,M,WWH,0,0,less than 20,less than 20,,,4/7/16,8,8,,8,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1498,,1,0,0,0,1,0,Chicago City,.0028025589,1
LOW,20 to 29,0,0,0,.40000001,0,M,BLK,0,0,20 to 29,20 to 29,,,1/18/18,6,6,,6,,,,,,,,,1,1,1/18/18 16:29,20 to 29,,,Y,,,,,,,,847,,1,0,0,0,2,1,Chicago City,.0028071092,1
VERY LOW,50 to 59,0,0,0,.30000001,0,M,WHI,0,0,50 to 59,50 to 59,,,10/10/17,31,,,31,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,947,,1,0,0,0,,1,Rural/County,.0028078055,1
VERY LOW,40 to 49,0,0,0,-.60000002,0,M,WBH,0,0,40 to 49,40 to 49,,,7/10/15,31,6,,4,,,,,,,,,0,1,12/17/14 22:13,50 to 59,,,Y,,,,,,,,1770,,0,0,0,0,,0,Chicago City,.0028078349,1
VERY LOW,40 to 49,0,0,0,.1,0,M,BLK,0,1,40 to 49,40 to 49,,1,7/7/18,4,4,,31,,,3,10/1/14 16:20,SPRINGFIELD,IL,62703,,1,,,50 to 59,,,Y,,,,,,,,677,,0,0,0,0,2,0,Rural/County,.0028110235,1
VERY LOW,60 or older,0,1,0,.1,0,M,BLK,0,0,60 or older,60 or older,,1,10/7/16,15,15,,15,,,,,CHICAGO,IL,60651,,1,,,60 or older,,,Y,,,,,,,,1315,,1,0,1,1,3,1,Chicago City,.002811217,1
LOW,20 to 29,0,0,0,-.1,0,M,BLK,0,0,20 to 29,20 to 29,,,2/28/17,31,14,,15,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1171,,0,0,0,0,,1,Chicago City,.0028172527,1
LOW,less than 20,0,0,0,.1,0,M,BLK,0,0,less than 20,less than 20,,,6/28/17,7,10,,10,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1051,,0,0,0,0,2,0,Chicago City,.0028243619,1
VERY LOW,30 to 39,0,0,0,.30000001,0,F,BLK,0,0,30 to 39,30 to 39,,,10/22/17,7,7,,4,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,935,,0,0,0,0,2,0,Chicago City,.0028253826,1
