riskscore,pred_agelastarrest,pred_shootingvic_num,pred_assaultvic_num,pred_violetoffense_num,pred_crimacttrend_num,pred_uuwarrests_num,sex,race,weaponarrest_yn,drugarrest_yn,agegrp,ageto,stoporderno,paroleestatus_yn,lastarrest_date,distlastarrest,majoritydist,dlst,distlastresidence,weaponsarrest_num,lastweaparrest_date,narcoticssarrest_num,lastnarcarrest_date,cityresidence_idoc,stateresidence_idoc,zipresidence_idoc,idoccpddist,arrestbycpd_yn,domassaultarrest_num,lastdomassaultarrest_date,currentage,lastpartytoviolence_date,trapstatus,statusi,trapflags,cvrm_flags,latitude,longitude,censustract,commarea,location,dayslastarrest_num_et,notincookcounty_et,livewherearrested_et,shootingvictim_et,assaultvictim_et,predsumwotrend_et,lastarrestpolarea_id_et,agecatchange_et,urban_yn,random,insample
VERY LOW,40 to 49,0,0,0,-.30000001,0,M,BLK,0,0,40 to 49,40 to 49,,,10/10/14,24,24,,24,,,,,,,,,1,,,50 to 59,,,Y,,,,,,,,2043,,1,0,0,0,3,0,Chicago City,.0020837814,1
VERY LOW,50 to 59,0,0,0,-.1,0,M,WHI,0,0,50 to 59,50 to 59,,,6/3/16,31,,,31,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,1441,1,1,0,0,0,,1,Rural/County,.0020886529,1
LOW,30 to 39,0,0,0,.2,0,F,WWH,0,0,30 to 39,30 to 39,,,10/5/17,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,952,,1,0,0,0,,1,Rural/County,.0020928737,1
LOW,30 to 39,0,0,2,-1.3,1,M,BLK,1,1,30 to 39,30 to 39,,,7/1/18,7,3,IL,7,2,7/1/18 20:05,2,8/29/14 18:30,,,,,1,1,2/14/15 9:30,20 to 29,,,Y,,,,,,,,683,,1,0,0,3,2,0,Chicago City,.0020953624,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,WWH,0,0,30 to 39,30 to 39,,,10/13/15,16,16,,31,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1675,,0,0,0,0,3,1,Rural/County,.002097137,1
LOW,20 to 29,0,0,0,.1,0,F,WWH,0,0,20 to 29,20 to 29,,,12/14/16,8,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1247,,0,0,0,0,1,1,Rural/County,.0020997645,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,M,WWH,0,0,40 to 49,40 to 49,,,6/25/15,31,,,31,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,1785,,1,0,0,0,,0,Rural/County,.0021049154,1
LOW,20 to 29,0,0,1,-1.8,0,M,BLK,0,1,20 to 29,20 to 29,,,2/5/15,3,3,,3,,,1,4/12/12 19:00,CHICAGO,IL,60616,22,1,,,30 to 39,,,Y,,,,,,,,1925,,1,0,0,1,1,0,Chicago City,.0021049243,1
VERY LOW,20 to 29,0,0,1,.5,0,M,BLK,0,1,20 to 29,20 to 29,,,6/30/17,3,3,IL,7,,,2,2/17/12 20:50,,,,,1,2,6/10/13 12:43,30 to 39,4/7/13 3:00,,Y,,,,,,,,1049,,0,0,0,1,1,0,Chicago City,.0021082512,1
VERY LOW,30 to 39,0,0,0,.1,0,M,WHI,0,0,30 to 39,30 to 39,,,6/3/17,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1076,,1,0,0,0,,1,Rural/County,.0021158776,1
VERY LOW,30 to 39,0,0,1,.2,1,M,BLK,0,1,30 to 39,30 to 39,,1,7/21/16,10,10,IL,12,,,1,5/8/11 11:15,CHICAGO,IL,60623,,1,,,40 to 49,7/13/11 19:50,,Y,,,,,,,,1393,,0,0,0,2,1,0,Chicago City,.0021189025,1
VERY LOW,30 to 39,0,0,1,-.30000001,0,M,BLK,0,0,30 to 39,30 to 39,,,11/13/14,25,11,,11,,,,,               ,,         ,,0,1,1/16/12 20:21,30 to 39,,,Y,,,,,,,,2009,,0,0,0,1,3,1,Chicago City,.0021205947,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,BLK,0,0,30 to 39,30 to 39,,,1/15/15,22,6,,31,,,,,,,,,0,1,11/4/12 3:40,30 to 39,,,Y,,,,,,,,1946,,0,0,0,0,2,1,Rural/County,.0021220597,1
LOW,less than 20,0,0,0,-.40000001,0,M,BLK,0,0,less than 20,less than 20,,,12/12/15,11,11,,11,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1615,,1,0,0,0,3,0,Chicago City,.0021294376,1
LOW,20 to 29,0,0,0,.30000001,0,F,BLK,0,0,20 to 29,20 to 29,,,8/18/17,3,3,,2,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1000,,0,0,0,0,1,1,Chicago City,.0021298453,1
MODERATE,20 to 29,0,0,0,-.60000002,0,M,WWH,1,1,20 to 29,20 to 29,,,2/5/17,25,25,IL,25,1,8/11/10 14:42,1,9/12/12 13:05,CHICAGO,IL,60639,,1,,,20 to 29,3/20/13 2:43,3,Y,,,,,,,,1194,,1,0,0,0,3,1,Chicago City,.0021306288,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,WWH,0,0,30 to 39,30 to 39,,,6/28/16,19,19,,17,,,,,,,,,1,1,6/28/16 0:05,30 to 39,,,Y,,,,,,,,1416,,0,0,0,0,3,1,Chicago City,.0021309499,1
LOW,less than 20,0,0,0,-.30000001,0,M,WHI,0,0,less than 20,less than 20,,,2/7/15,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1923,,1,0,0,0,,0,Rural/County,.0021313769,1
LOW,20 to 29,0,0,0,-.1,0,M,BLK,0,0,20 to 29,20 to 29,,,6/23/17,16,5,IL,5,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1056,,0,0,0,0,3,1,Chicago City,.0021370896,1
LOW,30 to 39,0,1,0,1.1,0,F,BLK,0,0,30 to 39,30 to 39,,,6/17/18,6,6,IL,6,,,,,CHICAGO,IL,60649,,1,3,5/22/18 16:12,30 to 39,,,Y,,,,,,,,697,,1,0,1,1,2,1,Chicago City,.0021400133,1
VERY LOW,20 to 29,0,0,0,-.1,0,M,WWH,0,0,20 to 29,20 to 29,,,4/4/16,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1501,,1,0,0,0,,0,Rural/County,.0021408463,1
MODERATE,less than 20,0,0,2,-.60000002,0,M,BLK,0,0,less than 20,less than 20,,,5/22/15,6,6,,9,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1819,,0,0,0,2,2,0,Chicago City,.0021440459,1
VERY LOW,50 to 59,0,0,0,-.1,0,M,WWH,0,0,50 to 59,50 to 59,,,8/8/15,31,,,31,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,1741,1,1,0,0,0,,1,Rural/County,.002144234,1
LOW,20 to 29,0,0,0,-.1,0,M,BLK,0,0,20 to 29,20 to 29,,,9/5/15,18,18,,5,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1713,,0,0,0,0,1,1,Chicago City,.0021463442,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,WWH,0,0,40 to 49,40 to 49,,,11/12/15,16,16,,16,,,,,,,,,1,1,11/12/15 15:50,40 to 49,,,Y,,,,,,,,1645,,1,0,0,0,3,1,Chicago City,.0021543261,1
VERY LOW,30 to 39,0,0,0,.1,0,M,WWH,0,0,30 to 39,30 to 39,,,1/8/17,31,,IL,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1222,1,1,0,0,0,,1,Rural/County,.0021577107,1
VERY LOW,60 or older,0,0,0,.30000001,0,M,BLK,0,0,60 or older,60 or older,,,8/22/17,6,6,,6,,,,,,,,,1,,,60 or older,,,Y,,,,,,,,996,,1,0,0,0,2,1,Chicago City,.0021610297,1
VERY LOW,60 or older,0,0,0,-.30000001,0,M,BLK,0,0,60 or older,60 or older,,,1/24/15,10,10,,10,,,,,,,,,1,,,60 or older,,,Y,,,,,,,,1937,,1,0,0,0,1,1,Chicago City,.0021652509,1
VERY LOW,50 to 59,0,0,0,-.1,0,M,WHI,0,0,50 to 59,50 to 59,,,11/28/15,16,16,,16,,,,,,,,,1,,,50 to 59,,,Y,,,,,,,,1629,,1,0,0,0,3,1,Chicago City,.0021656626,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,M,WHI,0,1,40 to 49,40 to 49,,,4/9/15,31,,,31,,,1,4/9/15 22:10,,,,,0,,,50 to 59,,,Y,,,,,,,,1862,,1,0,0,0,,0,Rural/County,.0021681639,1
VERY LOW,30 to 39,0,0,0,.1,0,F,BLK,0,0,30 to 39,30 to 39,,,4/23/17,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1117,,1,0,0,0,,1,Rural/County,.0021689858,1
LOW,20 to 29,0,0,0,-.1,0,F,WWH,0,0,20 to 29,20 to 29,,,5/2/17,31,12,,8,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1108,,0,0,0,0,,1,Chicago City,.0021728456,1
LOW,less than 20,0,0,0,.1,0,M,BLK,0,0,less than 20,less than 20,,,3/3/17,6,6,,6,,,,,,,,,1,,,less than 20,,,Y,,,,,,,,1168,,1,0,0,0,2,1,Chicago City,.0021779002,1
VERY LOW,60 or older,0,0,1,0,0,M,WWH,0,0,60 or older,60 or older,,,3/13/18,14,14,,14,,,,,MENDOTA,IL,61602,,1,,,60 or older,,,Y,,,,,,,,793,,1,0,0,1,3,1,Chicago City,.0021820185,1
VERY LOW,60 or older,0,0,0,.1,0,M,WWH,0,0,60 or older,60 or older,,,11/25/16,31,24,,10,,,,,,,,,0,,,60 or older,,,Y,,,,,,,,1266,,0,0,0,0,,1,Chicago City,.0021834914,1
VERY LOW,30 to 39,0,0,1,-.1,0,F,BLK,0,0,30 to 39,30 to 39,,,4/27/16,5,5,,5,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1478,,1,0,0,1,2,1,Chicago City,.0021875554,1
VERY LOW,40 to 49,0,0,0,.40000001,0,M,BLK,0,0,40 to 49,40 to 49,,,5/5/18,11,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,740,,0,0,0,0,3,1,Rural/County,.0021897249,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,BLK,0,1,30 to 39,30 to 39,,,9/21/14,20,20,,31,,,1,9/21/14 21:09,,,,,1,,,40 to 49,,,Y,,,,,,,,2062,,0,0,0,0,3,0,Rural/County,.0021919678,1
VERY LOW,30 to 39,0,0,0,.2,0,F,WHI,0,0,30 to 39,30 to 39,,,3/25/17,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1146,,1,0,0,0,,1,Rural/County,.0021932803,1
LOW,20 to 29,0,0,0,0,0,M,BLK,0,0,20 to 29,20 to 29,,,11/15/18,12,25,,7,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,546,,0,0,0,0,1,1,Chicago City,.0021940095,1
LOW,less than 20,0,0,1,.5,0,M,BLK,0,0,less than 20,less than 20,,,5/5/17,18,18,,4,,,,,,,,,1,,,less than 20,,,Y,,,,,,,,1105,,0,0,0,1,1,1,Chicago City,.0021943189,1
VERY LOW,40 to 49,0,0,0,.2,0,M,WHI,0,0,40 to 49,40 to 49,,,12/2/16,31,,,31,,,,,CHICAGO        ,IL,60608,,0,,,40 to 49,,,Y,,,,,,,,1259,,1,0,0,0,,1,Rural/County,.0021974701,1
LOW,20 to 29,0,0,0,-.30000001,0,F,BLK,0,0,20 to 29,20 to 29,,,4/4/15,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1867,1,1,0,0,0,,1,Rural/County,.0022015539,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,BLK,0,0,30 to 39,30 to 39,,,9/3/15,3,3,,7,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1715,,0,0,0,0,1,1,Chicago City,.0022175622,1
LOW,20 to 29,0,0,0,0,0,F,WWH,0,1,20 to 29,20 to 29,,,10/28/18,11,24,,20,,,2,10/31/16 14:39,,,,,1,,,20 to 29,,,Y,,,,,,,,564,,0,0,0,0,3,1,Chicago City,.0022197952,1
LOW,20 to 29,0,0,0,-.30000001,0,M,WHI,0,0,20 to 29,20 to 29,,,1/3/19,17,17,IL,17,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,497,,1,0,0,0,3,1,Chicago City,.0022204579,1
LOW,20 to 29,0,0,0,.1,0,F,BLK,0,0,20 to 29,20 to 29,,,10/9/18,25,15,,15,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,583,,0,0,0,0,3,1,Chicago City,.0022253408,1
LOW,20 to 29,0,0,1,-.69999999,0,M,BLK,0,1,20 to 29,20 to 29,,,12/15/18,6,6,MO,6,,,1,8/7/15 20:55,,,,,1,,,20 to 29,,,Y,,,,,,,,516,,1,0,0,1,2,1,Chicago City,.0022254782,1
VERY LOW,40 to 49,0,0,0,.30000001,0,M,BLK,0,0,40 to 49,40 to 49,,,10/18/17,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,939,,1,0,0,0,,1,Rural/County,.0022297807,1
VERY LOW,30 to 39,0,0,0,0,0,M,WWH,0,0,30 to 39,30 to 39,,,2/4/18,31,19,IL,31,,,,,,,,,0,2,8/22/14 22:30,30 to 39,,,Y,,,,,,,,830,1,1,0,0,0,,1,Rural/County,.0022347549,1
VERY LOW,30 to 39,0,0,0,-.1,0,F,WHI,0,0,30 to 39,30 to 39,,,7/28/12,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,2847,,1,0,0,0,,1,Rural/County,.0022376948,1
VERY LOW,20 to 29,0,0,0,.30000001,0,M,WWH,0,0,20 to 29,20 to 29,,,9/16/17,31,31,,8,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,971,,0,0,0,0,,0,Chicago City,.0022406371,1
VERY LOW,30 to 39,0,0,0,-.2,0,M,BLK,0,0,30 to 39,30 to 39,,,1/20/17,31,4,,31,,,,,,,,,0,3,4/20/17 4:40,30 to 39,,,Y,,,,,,,,1210,,1,0,0,0,,1,Rural/County,.0022419186,1
LOW,less than 20,0,0,0,-.1,0,F,BLK,0,0,less than 20,less than 20,,,3/7/16,16,16,,15,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1529,,0,0,0,0,3,0,Chicago City,.0022422855,1
LOW,20 to 29,0,0,0,-1.3,0,M,BLK,0,1,20 to 29,20 to 29,,,9/29/18,15,11,IL,15,,,2,4/19/17 19:45,,,,,1,1,9/29/18 10:09,20 to 29,,,Y,,,,,,,,593,,1,0,0,0,3,1,Chicago City,.0022469645,1
LOW,20 to 29,0,0,0,.1,0,F,BLK,0,0,20 to 29,20 to 29,,,9/20/17,6,6,,6,,,,,,,,,1,1,9/20/17 17:50,20 to 29,,,Y,,,,,,,,967,,1,0,0,0,2,1,Chicago City,.0022481456,1
VERY LOW,30 to 39,0,0,0,.1,0,F,BLK,0,0,30 to 39,30 to 39,,,9/4/16,25,25,,10,,,,,,,,,1,1,9/4/16 18:20,30 to 39,,,Y,,,,,,,,1348,,0,0,0,0,3,1,Chicago City,.0022642969,1
VERY LOW,30 to 39,0,0,0,.1,0,M,BLK,0,0,30 to 39,30 to 39,,,3/17/17,5,5,,5,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,1154,,1,0,0,0,2,0,Chicago City,.0022643141,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,M,WWH,0,0,40 to 49,40 to 49,,,5/15/15,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1826,,1,0,0,0,,1,Rural/County,.0022656799,1
VERY LOW,60 or older,0,0,0,.1,0,M,BLK,0,0,60 or older,60 or older,,,3/19/17,3,3,,2,,,,,CHICAGO,IL,60637,3,1,,,60 or older,,,Y,,,,,,,,1152,,0,0,0,0,1,1,Chicago City,.0022777782,1
LOW,20 to 29,0,0,0,-.1,0,M,WWH,0,0,20 to 29,20 to 29,,,11/22/15,10,10,,9,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1635,,0,0,0,0,1,1,Chicago City,.0022803217,1
LOW,20 to 29,0,0,0,.1,0,M,WHI,0,1,20 to 29,20 to 29,,,3/25/17,31,,,31,,,1,3/25/17 21:39,,,,,0,,,20 to 29,,,Y,,,,,,,,1146,,1,0,0,0,,1,Rural/County,.002283386,1
LOW,20 to 29,0,0,0,0,0,M,WHI,0,1,20 to 29,20 to 29,,,10/31/17,31,,,31,,,1,1/19/15 22:23,,,,,0,,,20 to 29,,,Y,,,,,,,,926,1,1,0,0,0,,1,Rural/County,.0022906035,1
VERY LOW,20 to 29,0,0,0,-.1,0,F,BLK,0,1,20 to 29,20 to 29,,,6/8/16,31,7,IL,22,,,1,2/23/12 12:54,,,,,0,,,30 to 39,,,Y,,,,,,,,1436,,0,0,0,0,,0,Chicago City,.0023024566,1
VERY LOW,30 to 39,0,0,0,.2,0,M,WHI,0,1,30 to 39,30 to 39,,,10/24/18,8,8,IL,8,,,6,10/24/18 18:10,,,,,1,,,20 to 29,,,Y,,,,,,,,568,,1,0,0,0,1,0,Chicago City,.0023072518,1
VERY LOW,40 to 49,0,1,0,.30000001,0,M,BLK,0,0,40 to 49,40 to 49,,,7/2/18,14,14,IL,14,,,,,,,,,1,,,50 to 59,,,Y,,,,,,,,682,,1,0,1,1,3,0,Chicago City,.0023148842,1
LOW,20 to 29,0,0,0,.1,0,F,WWH,0,0,20 to 29,20 to 29,,,5/27/17,10,10,,10,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1083,,1,0,0,0,1,0,Chicago City,.002315399,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,BLK,0,0,30 to 39,30 to 39,,,1/15/17,31,19,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1215,,1,0,0,0,,1,Rural/County,.0023220971,1
LOW,less than 20,0,0,0,.2,0,M,WHI,0,0,less than 20,less than 20,,,1/15/17,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1215,,1,0,0,0,,0,Rural/County,.0023247753,1
LOW,20 to 29,0,0,0,-.30000001,0,F,BLK,0,0,20 to 29,20 to 29,,,12/17/14,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1975,1,1,0,0,0,,1,Rural/County,.0023371482,1
VERY LOW,40 to 49,0,0,0,.30000001,0,F,BLK,0,1,40 to 49,40 to 49,,,5/19/18,7,18,,7,,,1,1/28/14 21:00,,,,,1,,,40 to 49,,,Y,,,,,,,,726,,1,0,0,0,2,1,Chicago City,.0023503334,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,WHI,0,0,30 to 39,30 to 39,,,10/30/15,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1658,,1,0,0,0,,0,Rural/County,.0023512053,1
LOW,20 to 29,0,0,0,.1,0,F,BLK,0,0,20 to 29,20 to 29,,,9/25/16,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1327,1,1,0,0,0,,1,Rural/County,.0023562799,1
LOW,20 to 29,0,0,0,-.30000001,0,M,WHI,0,0,20 to 29,20 to 29,,,7/8/18,31,20,,16,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,676,,0,0,0,0,,1,Chicago City,.0023572852,1
VERY LOW,60 or older,0,0,0,-.1,0,M,BLK,0,0,60 or older,60 or older,,,9/13/15,4,4,,4,,,,,,,,,1,,,60 or older,,,Y,,,,,,,,1705,,1,0,0,0,2,1,Chicago City,.0023580668,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,BLK,0,0,30 to 39,30 to 39,,,9/28/14,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,2055,1,1,0,0,0,,0,Rural/County,.0023609032,1
VERY LOW,40 to 49,0,0,0,.30000001,0,F,WHI,0,0,40 to 49,40 to 49,,,9/8/17,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,979,,1,0,0,0,,1,Rural/County,.0023626722,1
LOW,20 to 29,0,0,0,.30000001,0,M,BLK,0,1,20 to 29,20 to 29,,,12/30/17,6,6,,31,,,1,12/30/17 18:22,,,,,1,,,20 to 29,,,Y,,,,,,,,866,,0,0,0,0,2,1,Rural/County,.0023710562,1
MODERATE,less than 20,0,0,1,.5,1,M,BLK,1,1,less than 20,less than 20,,,11/24/18,5,31,,31,1,12/14/14 21:08,5,11/24/18 18:50,,,,,1,,,less than 20,,,Y,,,,,,,,537,,0,0,0,2,2,1,Rural/County,.0023722427,1
VERY LOW,30 to 39,0,0,0,-.1,0,F,BLK,0,0,30 to 39,30 to 39,,,7/15/18,5,5,,5,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,669,,1,0,0,0,2,1,Chicago City,.0023856317,1
LOW,less than 20,0,0,0,-.30000001,0,M,WHI,0,0,less than 20,less than 20,,,10/13/14,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,2040,,1,0,0,0,,0,Rural/County,.0023885083,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,F,BLK,0,0,30 to 39,30 to 39,,,4/6/15,11,11,,10,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1865,,0,0,0,0,3,1,Chicago City,.0023903698,1
VERY LOW,20 to 29,0,0,0,-.30000001,0,M,WWH,0,0,20 to 29,20 to 29,,,5/21/15,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1820,1,1,0,0,0,,0,Rural/County,.0023918657,1
MODERATE,less than 20,0,0,0,.5,0,F,BLK,0,0,less than 20,less than 20,,,1/30/18,31,,,31,,,,,,,,,0,,,less than 20,,,Y,,,,,,,,835,1,1,0,0,0,,1,Rural/County,.0024095108,1
VERY LOW,30 to 39,0,0,0,-.40000001,0,M,WWH,0,0,30 to 39,30 to 39,,,12/3/15,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1624,1,1,0,0,0,,0,Rural/County,.0024100367,1
VERY LOW,30 to 39,0,0,0,.1,0,M,WWH,0,0,30 to 39,30 to 39,,,2/26/17,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1173,,1,0,0,0,,1,Rural/County,.0024134368,1
LOW,20 to 29,0,0,0,-.1,0,M,BLK,0,0,20 to 29,20 to 29,,,11/4/15,6,6,,5,,,,,,,,,1,1,11/4/15 9:13,20 to 29,4/17/09 15:14,,Y,,,,,,,,1653,,0,0,0,0,2,1,Chicago City,.0024186147,1
VERY LOW,30 to 39,0,0,0,.1,0,F,WHI,0,0,30 to 39,30 to 39,,,10/15/16,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1307,,1,0,0,0,,1,Rural/County,.0024201211,1
LOW,20 to 29,0,1,0,-.5,0,M,BLK,1,1,20 to 29,20 to 29,,,6/19/18,8,11,IL,8,1,6/19/18 15:26,4,9/1/16 10:30,,,,,1,,,20 to 29,,,Y,,,,,,,,695,,1,0,1,1,1,1,Chicago City,.0024207206,1
VERY LOW,50 to 59,0,0,0,.5,0,F,BLK,0,0,50 to 59,50 to 59,,,12/1/17,31,,,31,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,895,,1,0,0,0,,1,Rural/County,.0024219526,1
VERY LOW,30 to 39,0,0,0,0,0,M,WWH,0,0,30 to 39,30 to 39,,,7/30/16,25,25,,24,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1384,,0,0,0,0,3,1,Chicago City,.0024235069,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,WWH,0,0,40 to 49,40 to 49,,,5/24/16,31,,IL,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1451,,1,0,0,0,,1,Rural/County,.0024320709,1
MODERATE,less than 20,0,0,0,-.40000001,0,M,BLK,0,0,less than 20,less than 20,,,8/13/17,4,4,,4,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1005,,1,0,0,0,2,0,Chicago City,.0024327035,1
LOW,20 to 29,0,0,0,.1,0,M,WWH,0,0,20 to 29,20 to 29,,,2/21/17,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1178,1,1,0,0,0,,1,Rural/County,.0024363496,1
LOW,20 to 29,0,0,0,-.30000001,0,F,BLK,0,0,20 to 29,20 to 29,,,2/9/16,31,1,,6,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1556,,0,0,0,0,,1,Chicago City,.0024382153,1
VERY LOW,50 to 59,0,0,0,-.80000001,0,M,BLK,0,1,50 to 59,50 to 59,,,2/6/17,2,4,IL,4,,,4,1/30/15 18:20,CHICAGO,IL,60617,,0,,,50 to 59,,,Y,,,,,,,,1193,,0,0,0,0,1,1,Chicago City,.0024403352,1
VERY LOW,40 to 49,0,0,0,.30000001,0,M,BLK,0,0,40 to 49,40 to 49,,,7/16/17,31,3,,31,,,,,CHICAGO,IL,60621,7,0,,,40 to 49,,,Y,,,,,,,,1033,,1,0,0,0,,1,Rural/County,.0024436333,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,BLK,0,1,30 to 39,30 to 39,,,7/5/18,22,22,,22,,,2,7/5/18 11:40,CHICAGO        ,IL,60643,,1,,,40 to 49,,,Y,,,,,,,,679,,1,0,0,0,2,0,Chicago City,.0024440438,1
VERY LOW,30 to 39,0,0,0,-.2,0,M,BLK,0,1,30 to 39,30 to 39,,,7/11/17,9,9,IL,9,,,2,7/11/17 9:15,,,,,1,,,30 to 39,,,Y,,,,,,,,1038,,1,0,0,0,1,1,Chicago City,.0024534729,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,BLK,0,0,30 to 39,30 to 39,,,10/1/14,6,6,,3,,,,,HARVEY,IL,60426,,1,,,40 to 49,,,Y,,,,,,,,2052,,0,0,0,0,2,0,Chicago City,.0024560718,1
LOW,less than 20,0,0,0,-.30000001,0,F,BLK,0,0,less than 20,less than 20,,,5/12/15,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1829,1,1,0,0,0,,0,Rural/County,.0024565188,1
LOW,20 to 29,0,0,1,-.30000001,1,M,BLK,1,0,20 to 29,20 to 29,,,6/16/15,5,5,,31,1,6/16/15 19:10,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1794,,0,0,0,2,2,1,Rural/County,.0024580527,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,WWH,0,0,30 to 39,30 to 39,,,1/31/15,31,,,9,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1930,,0,0,0,0,,1,Chicago City,.0024630809,1
LOW,less than 20,0,0,0,.1,0,F,BLK,0,0,less than 20,less than 20,,,10/31/16,15,15,,15,,,,,,,,,1,,,less than 20,,,Y,,,,,,,,1291,,1,0,0,0,3,1,Chicago City,.0024658153,1
VERY LOW,30 to 39,0,0,0,.1,0,F,WWH,0,0,30 to 39,30 to 39,,,6/21/17,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1058,,1,0,0,0,,0,Rural/County,.0024691683,1
VERY LOW,30 to 39,0,0,0,-.40000001,0,M,BLK,0,0,30 to 39,30 to 39,,,1/1/17,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1229,,1,0,0,0,,1,Rural/County,.0024716505,1
LOW,20 to 29,0,0,0,-.40000001,0,M,WWH,0,0,20 to 29,20 to 29,,,6/3/16,31,6,IL,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1441,,1,0,0,0,,1,Rural/County,.002474105,1
VERY LOW,30 to 39,0,0,0,.30000001,0,F,WHI,0,1,30 to 39,30 to 39,,,11/24/17,31,8,IL,31,,,2,11/24/17 21:56,,,,,0,,,30 to 39,,,Y,,,,,,,,902,,1,0,0,0,,1,Rural/County,.0024752147,1
